Account Owner,Account Owner ID,Account Name,Phone,Account Site,Fax,Parent Account,Parent Account ID,Account Number,Account Type,Industry,Annual Revenue,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout,Layout ID,Tag,Water System No,Website URL,Principal Country Served
,,CLM-QUAKING ASPEN CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-HOSPITAL FLAT CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-FIR & COVE GROUP CAMPGROUNDS,650-322-1181,,,,,,,,,,,,,,,,PALO ALTO,CA,94301,,,,,,,,,
,,CLM-HEADQUARTERS CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-REDWOOD MEADOW CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-STONY CREEK CAMPGROUND,650-322-1181,,,,,,,,,,,,,,,,PALO ALTO,CA,94301,,,,,,,,,
,,CLM-UPPER COFFEE CAMP DAY USE,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-WHITE RIVER CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-WISHON CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLOS PEGASE WINERY,707-921-2732,,,,,,,,,,,,,,,,SANTA ROSA,CA,95403,,,,,,,,,
,,CLOVERLEAF RANCH SUMMER CAMP,707-545-5906,,,,,,,,,,,,,,,,SANTA ROSA,CA,95403,,,,,,,,,
,,CLM-LOWER COFFEE CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLUB PHEASANT,916-371-9530,,,,,,,,,,,,,,,,WEST SACRAMENTO,CA,95691,,,,,,,,,
,,COAST INN AND SPA,707-964-2852,,,,,,,,,,,,,,,,FORT BRAGG,CA,95437,,,,,,,,,
,,COARSEGOLD SELF SERVE,559-641-6161,,,,,,,,,,,,,,,,COARSEGOLD,CA,93614,,,,,,,,,
,,CODORNIZ REC AREA  EASTMAN LK,559-474-1483,,,,,,,,,,,,,,,,RAYMOND,CA,93653,,,,,,,,,
,,COACHELLA VALLEY PUBLIC CEMETERY,760-398-3221,,,,,,,,,,,,,,,,COACHELLA,CA,92236,,,,,,,,,
,,COARSEGOLD INN,559-658-1422,,,,,,,,,,,,,,,,COARSEGOLD,CA,93614,,,,,,,,,
,,COCO PALMS MOBILE HOME PARK,,,,,,,,,,,,,,,,,PALO VERDE,CA,92266,,,,,,,,,
,,CODY WATER ASSOCIATION,916-967-4916,,,,,,,,,,,,,,,,CARMICHAEL,CA,95608,,,,,,,,,
,,COLD SPRING TAVERN,805-967-0066,,,,,,,,,,,,,,,,SANTA BARBARA,CA,93105,,,,,,,,,
,,COLDBROOK CAMPGROUND,626-574-5301,,,,,,,,,,,,,,,,ARCADIA,CA,91006,,,,,,,,,
,,COLLEGEVILLE MARKET & CAFE,,,,,,,,,,,,,,,,,STOCKTON,CA,95201,,,,,,,,,
,,COLBY RANCH-UNITED METHODIST CAMP,,,,,,,,,,,,,,,,,PASADENA,CA,91102,,,,,,,,,
,,COLUSA LANDING,530-458-2118,,,,,,,,,,,,,,,,COLUSA,CA,95932,,,,,,,,,
,,COLLINS ROAD MARKET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMFORT INN,760-876-8700,,,,,,,,,,,,,,,,LONE PINE,CA,93545,,,,,,,,,
,,COAST GALLERY WS,310-788-4888,,,,,,,,,,,,,,,2242 PURDUE AVE,LOS ANGELES,CA,90064,,,,,,,,,
,,COLLINS LAKE,530-692-1600,,,,,,,,,,,,,,,,OREGON HOUSE,CA,95962,,,,,,,,,
,,COMMONS FARM KITCHEN,510-520-1375,,,,,,,,,,,,,,,,WOODLAND,CA,95776,,,,,,,,,
,,COMMUNITY BAPTIST CHURCH,,,,,,,,,,,,,,,,,RED BLUFF,CA,96080,,,,,,,,,
,,COMMUNITY OF THE GREAT COMMISSION,,,,,,,,,,,,,,,,,FORESTHILL,CA,95631,,,,,,,,,
,,COMSTOCK WINERY,707-723-3011,,,,,,,,,,,,,,,,HEALDSBURG,CA,95448,,,,,,,,,
,,COMFORT INN & SUITES,559-561-9000,,,,,,,,,,,,,,,,THREE RIVERS,CA,93271,,,,,,,,,
,,CONN CREEK WINERY,707-261-6429,,,,,,,,,,,,,,,,NAPA,CA,94558,,,,,,,,,
,,CONSERVATION ENDOWMENT FUND,805-794-2837,,,,,,,,,,,,,,,,OAK VIEW,CA,93022,,,,,,,,,
,,CONUNDRUM WINERY WS,831-675-2811,,,,,,,,,,,,,,,,CHUALAR,CA,93925,,,,,,,,,
,,CONVICT LAKE CAMPGROUND,760-873-2414,,,,,,,,,,,,,,,,BISHOP,CA,93514,,,,,,,,,
,,CLM-GOLDLEDGE CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CONGREGATION BETH DAVID,805-549-8465,,,,,,,,,,,,,,,,SAN LUIS OBISPO,CA,93405,,,,,,,,,
,,CONCORD MT DIABLO TRAILRIDE ASSOC.,,,,,,,,,,,,,,,,,CLAYTON,CA,94517,,,,,,,,,
,,COOK'S STATION,,,,,,,,,,,,,,,,,PIONEER,CA,95666,,,,,,,,,
,,COPAIN WINE CELLARS,707-528-5283,,,,,,,,,,,,,,,,HEALDSBURG,CA,95448,,,,,,,,,
,,COPPERCREEK CAMP,530-284-7617,,,,,,,,,,,,,,,,GREENVILLE,CA,95947,,,,,,,,,
,,CORDOVA GOLF COURSE,916-362-7880,,,,,,,,,,,,,,,,RANCHO CORDOVA,CA,95670,,,,,,,,,
,,CORNER MARKET AND DELI,,,,,,,,,,,,,,,,,STEVINSON,CA,95374,,,,,,,,,
,,CORTI WATER SYSTEM,,,,,,,,,,,,,,,,,SAN LEANDRO,CA,94577,,,,,,,,,
,,CORTEZ GROWERS ASSO. WATER SYSTEM,209-632-3118,,,,,,,,,,,,,,,,TURLOCK,CA,95380,,,,,,,,,
,,COSENTINO WINERY,707-921-2899,,,,,,,,,,,,,,,,NAPA,CA,94558,,,,,,,,,
,,COSO JUNCTION RANCH STORE,760-764-1300,,,,,,,,,,,,,,,,INYOKERN,CA,93527,,,,,,,,,
,,CORNERSTONE SONOMA,707-933-3010,,,,,,,,,,,,,,,,SONOMA,CA,95476,,,,,,,,,
,,CORRAL CREEK RESORT,760-376-3601,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93388,,,,,,,,,
,,COSUMNES RIVER PRESERVE VISITOR (BLM),916-941-3121,,,,,,,,,,,,,,,,GALT,CA,95690,,,,,,,,,
,,COSTAJO ARCO AMPM,661-703-7273,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93311,,,,,,,,,
,,COTTONWOOD CHEVRON,530-215-0586,,,,,,,,,,,,,,,,RED BLUFF,CA,96080,,,,,,,,,
,,COUNTRY CORNERS,951-763-2500,,,,,,,,,,,,,,,,ANZA,CA,92539,,,,,,,,,
,,COUNTRY JUNCTION DELI,925-456-6233,,,,,,,,,,,,,,,,DICOVERY BAY,CA,94515,,,,,,,,,
,,COTTAGE SPRINGS WATER CO.,209-532-4451,,,,,,,,,,,,,,,,VALLECITO,CA,95251,,,,,,,,,
,,COUNTRY MARKET,530-749-9060,,,,,,,,,,,,,,,,MARYSVILLE,CA,95901,,,,,,,,,
,,COTTON WOOD WINERY,805-937-8463,,,,,,,,,,,,,,,,SANTA MARA,CA,93454,,,,,,,,,
,,COUNTRY MARKET,,,,,,,,,,,,,,,,,TRACY,CA,95304,,,,,,,,,
,,COUNTRY MART DIESEL & GAS WATER SYS,,,,,,,,,,,,,,,,,TURLOCK,CA,95380,,,,,,,,,
,,"COUNTRY INN, THE",,,,,,,,,,,,,,,,,NAPA,CA,94558,,,,,,,,,
,,COUNTRY ESTATES MUTUAL WATER CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COUNTRY STORE,530-272-8789,,,,,,,,,,,,,,,,GRASS VALLEY,CA,95945,,,,,,,,,
,,COUNTRYSIDE DRIVE-IN,916-363-7743,,,,,,,,,,,,,,,,SACRAMENTO,CA,95827,,,,,,,,,
,,COUNTRY STORE WATER SYSTEM,209-837-4286,,,,,,,,,,,,,,,,CROWS LANDING,CA,95313,,,,,,,,,
,,COUNTRYSIDE LIQUORS & GAS,,,,,,,,,,,,,,,,,TRACY,CA,95304,,,,,,,,,
,,COUNTRYSIDE MKT & RESTRN-119,661-763-1616,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93311,,,,,,,,,
,,COUNTRYSIDE MKT & RESTRNT - BEAR MTN,661-763-1616,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93311,,,,,,,,,
,,COUNTRYSIDE MKT & RESTRNT - COMANCHE,661-324-0143,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93307,,,,,,,,,
,,COURTLAND BOARDWALK,916-775-1711,,,,,,,,,,,,,,,,COURTLAND,CA,95615,,,,,,,,,
,,COURTRIGHT LAKE VILLAGE,559-593-2755,,,,,,,,,,,,,,,,PRATHER,CA,93651,,,,,,,,,
,,COVENANT GROVE CHURCH,209-450-4820,,,,,,,,,,,,,,,,MODESTO,CA,95357,,,,,,,,,
,,COW CREEK PERMITTEES ASSOCIATION,209-484-9323,,,,,,,,,,,,,,,,MODESTO,CA,95356,,,,,,,,,
,,COVIN WATER SYSTEM,707-327-6669,,,,,,,,,,,,,,,,HEALDSBURG,CA,95448,,,,,,,,,
,,COYOTE JUNCTION WATER SYSTEM,630-620-0777,,,,,,,,,,,,,,,,PLYMOUTH,CA,95669,,,,,,,,,
,,COYOTE LAKE COUNTY PARK,669-236-1677,,,,,,,,,,,,,,,,LOS GATOS,CA,95032,,,,,,,,,
,,COYOTE VALLEY SPORTING CLAYS,408-406-1011,,,,,,,,,,,,,,,,MORGAN HILL,CA,95037,,,,,,,,,
,,COVE ISLAND RESORT,,,,,,,,,,,,,,,,,FRESNO,CA,93729,,,,,,,,,
,,CRAB FLATS CAMPGROUND,909-382-2619,,,,,,,,,,,,,,,,SAN BERNARDINO,CA,92408,,,,,,,,,
,,CRAIN PARK WATER SYSTEM,530-872-6393,,,,,,,,,,,,,,,,PARADISE,CA,95969,,,,,,,,,
,,CRAZZY'S WASEWAGAN CAMP,805-498-5572,,,,,,,,,,,,,,,,THOUSAND OAKS,CA,91360,,,,,,,,,
,,CRESCENT BEACH MOTEL,707-464-5436,,,,,,,,,,,,,,,1455 Highway 101 South,CERSCENT CITY,CA,95531,,,,,,,,,
,,CRESCENT WATER ASSOCIATION,714-220-1166,,,,,,,,,,,,,,,,ANAHEIM,CA,92801,,,,,,,,,
,,COYOTE SPRINGS VILLAGE,707-495-3047,,,,,,,,,,,,,,,,SANTA ROSA,CA,95404,,,,,,,,,
,,CRESSEY STORE,209-394-3639,,,,,,,,,,,,,,,,CRESSEY,CA,95312,,,,,,,,,
,,CRESTON COUNTRY STORE,805-239-1015,,,,,,,,,,,,,,,,CRESTON,CA,93432,,,,,,,,,
,,CRIVELLI'S WATER SYSTEM,707-482-3713,,,,,,,,,,,,,,,,KLAMATH,CA,95548,,,,,,,,,
,,CROSSOVER CHURCH OF ROSEDALE WS,661-589-5567,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93314,,,,,,,,,
,,CROWLEY LAKE CAMPGROUND (BLM),760-872-5052,,,,,,,,,,,,,,,,BISHOP,CA,93514,,,,,,,,,
,,CROWLEY LAKE GENERAL STORE,760-934-4666,,,,,,,,,,,,,,,,CROWLEY LAKE,CA,93546,,,,,,,,,
,,CROWLEY LAKE PARK,760-932-5440,,,,,,,,,,,,,,,,BRIDGEPORT,CA,93517,,,,,,,,,
,,CROMBERG SPRING WATER ASSN,,,,,,,,,,,,,,,,,PORTILA,CA,96122,,,,,,,,,
,,CROWLEY LAKE TRAILER PARK,7609354221,,,,,,,,,,,,,,,,CROWLEY LAKE,CA,93546,,,,,,,,,
,,CROWLEY LAKE CAMPLAND,760-934-2511,,,,,,,,,,,,,,,,MAMMOTH LAKES,CA,93546,,,,,,,,,
,,CRUISER HAVEN MARINA,,,,,,,,,,,,,,,,,BRENTWOOD,CA,94513,,,,,,,,,
,,CROWLEY LAKE FISH CAMP,760-935-4099,,,,,,,,,,,,,,,1149 S. LANDING RD/Crowley Lake CA 93546,MAMMOTH LAKES,CA,93546,,,,,,,,,
,,CRYSTAL CRAG WATER & DEVELOPMENT ASSOC.,,,,,,,,,,,,,,,,,POMONA,CA,91767,,,,,,,,,
,,CRYSTAL SPRINGS CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSA 29 MIDWAY PARK,909-386-8810,,,,,,,,,,,,,,,,SAN BERNARDINO,CA,92415,,,,,,,,,
,,CSP - ANGEL ISLAND ST PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - ANO NUEVO STATE RESERVE,831-335-6380,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP - BALE GRIST MILL STATE HISTORIC PAR,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - CASTLE ROCK,831-335-6311,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP - MARCONI CONFERENCE CENTER,415-663-9020,,,,,,,,,,,,,,,,MARSHALL,CA,94940,,,,,,,,,
,,CSP - FORT TEJON,661-724-1184,,,,,,,,,,,,,,,,LANCASTER,CA,93536,,,,,,,,,
,,CSP - BODIE SHP,530-525-4508,,,,,,,,,,,,,,,,TAHOMA,CA,96142,,,,,,,,,
,,CSP - MT TAM EAST PEAK SYSTEM,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - MT TAM THEATRE WELL,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - PORTOLA STATE PARK,831-335-6311,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP - RANCHO DEL OSO,831-335-6380,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP - RED ROCK CANYON,661-724-1184,,,,,,,,,,,,,,,,LANCASTER,CA,93536,,,,,,,,,
,,CSP - SAMUEL TAYLOR ST PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - TOMALES BAY ST PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP - TULE ELK,661-724-1184,,,,,,,,,,,,,,,,LANCASTER,CA,93536,,,,,,,,,
,,CSP CASWELL STATE PARK,209-536-2915,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CSP HENRY W. COE STATE PARK,831-623-9546,,,,,,,,,,,,,,,,SAN JUAN BAUTISTA,CA,95045,,,,,,,,,
,,CSP HOLLISTER HILLS SVRA,831-636-2064,,,,,,,,,,,,,,,,HOLLISTER,CA,95023,,,,,,,,,
,,CSP SADDLE MOUNTAIN,831-335-6311,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP-ANDREW MOLERA STATE RESERVE,831-667-2819,,,,,,,,,,,,,,,47555 Hwy 1,BIG SUR,CA,93920,,,,,,,,,
,,CSP-ARMSTRONG REDWOODS STATE RESERVE,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP- KIRKWOOD ENTRANCE,831-335-6311,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP-BOTHE-NAPA STATE PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP-AUSTIN CREEK (BULLFROG POND CAMP),707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-FISK MILL STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-FREMONT PEAK,831-649-2826,,,,,,,,,,,,,,,,MONTEREY,CA,93940,,,,,,,,,
,,CSP-FORT ROSS STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-GOAT ROCK STATE BEACH,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-HENDY WOODS STATE PARK,707-937-3762,,,,,,,,,,,,,,,,MENDOCINO,CA,95460,,,,,,,,,
,,CSP-MACKERRICHER STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-J.P. BURNS PARK,831-667-2819,,,,,,,,,,,,,,,47555 Hwy 1,BIG SUR,CA,93920,,,,,,,,,
,,CSP-JACK LONDON STATE HISTORIC PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP-MANCHESTER STATE PARK,707-937-3762,,,,,,,,,,,,,,,,MENDOCINO,CA,95460,,,,,,,,,
,,CSP-LIMEKILN,831-667-2819,,,,,,,,,,,,,,,47555 Hwy 1,BIG SUR,CA,93920,,,,,,,,,
,,CSP-MENDOCINO HEADLANDS - FORD HOUSE,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-MENDOCINO HEADLANDS-SEA ARCH,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-NATURE CENTER,831-335-6380,,,,,,,,,,,,,,,,FELTON,CA,95018,,,,,,,,,
,,CSP-PETALUMA ADOBE STATE HISTORIC PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,CSP-MENDOCINO WOODLANDS,707-937-5755,,,,,,,,,,,,,,,,MENDOCINO,CA,95460,,,,,,,,,
,,CSP-PT. CABRILLO LIGHT STATION SHP,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-SALT POINT STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-STANDISH HICKEY STATE REC AREA,,,,,,,,,,,,,,,,,WEOTT,CA,95571,,,,,,,,,
,,CSP-RUSSIAN GULCH STATE PARK,707-937-3762,,,,,,,,,,,,,,,,MENDOCINO,CA,95460,,,,,,,,,
,,CSP-VAN DAMME STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CSP-WESTPORT STATE BEACH,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CUTLER PARK,559-624-7220,,,,,,,,,,,,,,,,VISALIA,CA,93291,,,,,,,,,
,,CUTTER SCOUT RESERVATION,650-341-5633,,,,,,,,,,,,,,,,FOSTER CITY,CA,94404,,,,,,,,,
,,CUVAISON CARNEROS,707-942-2442,,,,,,,,,,,,,,,,CALISTOGA,CA,94515,,,,,,,,,
,,CSP-WRIGHTS BEACH STATE PARK,707-865-3136,,,,,,,,,,,,,,,,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CUYAMA MUTUAL WATER CO.,661-747-0761,,,,,,,,,,,,,,,,CUYAMA,CA,93214,,,,,,,,,
,,CUYAMA ORCHARDS INC,661-823-7814,,,,,,,,,,,,,,,,NORTH HOLLYWOOD,CA,91605,,,,,,,,,
,,CUYAMACA SP - GREEN VALLEY,760-765-3019,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,CUYAMACA SP - PASO PICACHO,760-765-3019,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,CVCCA - LAKE SEQUOIA,559-797-1050,,,,,,,,,,,,,,,,CLOVIS,CA,93611,,,,,,,,,
,,CYO CAMP PENDOLA,530-389-2780,,,,,,,,,,,,,,,,SACRAMENTO,CA,95818,,,,,,,,,
,,DAKOTA SHY WINERY,707-799-1220,,,,,,,,,,,,,,,,ST. HELENA,CA,94574,,,,,,,,,
,,DALE DAVIS - ENOS LANE FACILITY,661-822-5623,,,,,,,,,,,,,,,,TEHACHAPI,CA,93561,,,,,,,,,
,,DALEY RANCH,760-839-6245,,,,,,,,,,,,,,,,ESCONDIDO,CA,92025,,,,,,,,,
,,DAN R COSTA INC (WS),,,,,,,,,,,,,,,,,RIPON,CA,95366,,,,,,,,,
,,DANCE GALLERY 2,916-771-0775,,,,,,,,,,,,,,,,ROSEVILLE,CA,95747,,,,,,,,,
,,"DAOU VINEYARDS, LLC",805-226-5460,,,,,,,,,,,,,,,,PASO ROBLES,CA,93446,,,,,,,,,
,,CSP-SUGARLOAF RIDGE STATE PARK,415-898-4362,,,,,,,,,,,,,,,,PETALUMA,CA,94954,,,,,,,,,
,,DANTE CLUB OF FRESNO,559-264-3590,,,,,,,,,,,,,,,,FRESNO,CA,93722,,,,,,,,,
,,DAVIS ESTATES,707-942-0700,,,,,,,,,,,,,,,,HUNTINGTON BEACH,CA,92649,,,,,,,,,
,,DARRIGOS WATER SYSTEM,,,,,,,,,,,,,,,,,APTOS,CA,95001,,,,,,,,,
,,DAYS END RV PARK,530-254-1094,,,,,,,,,,,,,,,,STANDISH,CA,96128,,,,,,,,,
,,DE ANZA SPRINGS RESORT,760-766-4301,,,,,,,,,,,,,,,,JACUMBA,CA,91934,,,,,,,,,
,,DAVIS GOLF COURSE,5307564010,,,,,,,,,,,,,,,,DAVIS,CA,95616,,,,,,,,,
,,DARDANELLES RESORT,209-581-4905,,,,,,,,,,,,,,,,TRACY,CA,95376,,,,,,,,,
,,DAVID BRUCE WINERY,408-354-4214,,,,,,,,,,,,,,,,LOS GATOS,CA,95033,,,,,,,,,
,,DE BENNEVILLE PINES,909-794-2928,,,,,,,,,,,,,,,,REDLANDS,CA,92374,,,,,,,,,
,,DEER CROSSING CAMP,650-369-4382,,,,,,,,,,,,,,,,REDWOOD CITY,CA,94061,,,,,,,,,
,,DEER CREEK RV PARK,559-781-3337,,,,,,,,,,,,,,,,TERRA BELLA,CA,93270,,,,,,,,,
,,DEAN CREEK RESORT,707-923-2555,,,,,,,,,,,,,,,,REDWAY,CA,95560,,,,,,,,,
,,DEER CREEK LODGE,530-258-2939,,,,,,,,,,,,,,,,MILL CREEK,CA,96061,,,,,,,,,
,,DARK CANYON CAMPGROUND - USFS,909-382-2934,,,,,,,,,,,,,,,,IDYLLWILD,CA,92549,,,,,,,,,
,,DEERFIELD LODGE @ HEAVENLY,831-710-1230,,,,,,,,,,,,,,,,GRANITE BAY,CA,95746,,,,,,,,,
,,DEERFIELD RANCH WINERY LLC,707-931-4644,,,,,,,,,,,,,,,,GLEN ELLEN,CA,95442,,,,,,,,,
,,DEATH VALLEY JUNCTION,760-852-4432,,,,,,,,,,,,,,,,DEATH VALLEY,CA,92328,,,,,,,,,
,,DEL DOTTO WINERY,707-963-2134,,,,,,,,,,,,,,,,ST HELENA,CA,94574,,,,,,,,,
,,DEL LOMA RV PARK & CG,530-623-2834,,,,,,,,,,,,,,,,BIG BAR,CA,96010,,,,,,,,,
,,DEL NORTE COAST STATE PARK,707-465-7386,,,,,,,,,,,,,,,,CRESCENT CITY,CA,95531,,,,,,,,,
,,DEL SUR GARDENS TRAILER PARK,,,,,,,,,,,,,,,,STE 200,CANOGA PARK,CA,91303,,,,,,,,,
,,DELHI KINGDOM HALL,209-947-4516,,,,,,,,,,,,,,,,ATWATER,CA,95301-4580,,,,,,,,,
,,DELIGHT'S HOT SPRINGS RESORT,760-852-4343,,,,,,,,,,,,,,,,TECOPA,CA,92389,,,,,,,,,
,,DELRIO MARKET & DELI,,,,,,,,,,,,,,,,,FRENCH CAMP,CA,95231,,,,,,,,,
,,DELGADO'S RESTAURANT,559-673-1533,,,,,,,,,,,,,,,HWY 41,COARSEBOLD,CA,94614,,,,,,,,,
,,DELTA BAR AND GRILL,925-684-8813,,,,,,,,,,,,,,,,BETHEL ISLAND,CA,94511,,,,,,,,,
,,DELTA BEACH RESORTS [SWS],408-421-4817,,,,,,,,,,,,,,,,WALNUT GROVE,CA,95690,,,,,,,,,
,,DELTA SPORTSMAN,650-533-8672,,,,,,,,,,,,,,,,DALY CITY,CA,94014,,,,,,,,,
,,DENNISON PARK,805-654-3968,,,,,,,,,,,,,,,,VENTURA,CA,93009,,,,,,,,,
,,DENNY BOYS WATER SYSTEM,,,,,,,,,,,,,,,,,STOCKTON,CA,95201,,,,,,,,,
,,DERREL'S MINI STORAGE #66,559-224-9900,,,,,,,,,,,,,,,,FRESNO,CA,93722,,,,,,,,,
,,DELTA FARMER'S MARKET,925-336-0796,,,,,,,,,,,,,,,,ISLETON,CA,95641,,,,,,,,,
,,DESCANSO JUNCTION,619-445-5011,,,,,,,,,,,,,,,,DESCANSO,CA,91916,,,,,,,,,
,,DESERT AIRE GOLF COURSE,,,,,,,,,,,,,,,,,SAN JOSE,CA,95120-4130,,,,,,,,,
,,DESERT HOT SPRINGS SPA HOTEL,760-329-6000,,,,,,,,,,,,,,,,DESERT HOT SPRINGS,CA,92240,,,,,,,,,
,,DEPARTMENT OF TRANSPORTATION,209-948-7530,,,,,,,,,,,,,,,,STOCKTON,CA,95201,,,,,,,,,
,,DESERT IRONWOODS RESORT INC.,760-767-5670,,,,,,,,,,,,,,,,BORREGO SPRINGS,CA,92004,,,,,,,,,
,,DESERT PARADISE RV PARK WATER SYSTEM,310-951-8777,,,,,,,,,,,,,,,,MANHATTAN BEACH,CA,90266,,,,,,,,,
,,DESCANSO FIRE STATION,,,,,,,,,,,,,,,,,SAN DIEGO,CA,92127,,,,,,,,,
,,DESERT VIEW RV RESORT,619-890-6042,,,,,,,,,,,,,,,,NEEDLES,CA,92363,,,,,,,,,
,,DESHMESH DARBAR LODI/STK WATER SYS,,,,,,,,,,,,,,,,,LODI,CA,95240,,,,,,,,,
,,DEVIL'S GULCH RANCH WATER SYSTEM,415-662-2209,,,,,,,,,,,,,,,,NICASIO,CA,94946,,,,,,,,,
,,DEW DROP INN,530-268-1065,,,,,,,,,,,,,,,,GRASS VALLEY,CA,95949,,,,,,,,,
,,DI ROSA ART PRESERVE,707-226-5991,,,,,,,,,,,,,,,,NAPA,CA,94559,,,,,,,,,
,,DIAMOND ARROW CONFERENCE CENTER,,,,,,,,,,,,,,,,,NEVADA CITY,CA,95959,,,,,,,,,
,,DIAMOND MOUNTAIN GOLF CLUB,530-257-1041,,,,,,,,,,,,,,,,SUSANVILLE,CA,96130,,,,,,,,,
,,DIAMOND VALLEY MARKET WATER,9093585316,,,,,,,,,,,,,,,4065 County Circle Dr.,Riverside,CA,92513,,,,,,,,,
,,DIAZ LAKE CAMPGROUND,760-873-5577,,,,,,,,,,,,,,,,BISHOP,CA,93514,,,,,,,,,
,,DIERBERG/STAR LANE VINEYARD,805-697-1454,,,,,,,,,,,,,,,,SANTA YNEZ,CA,93460,,,,,,,,,
,,DILLARD STORE (SWS),916-261-0131,,,,,,,,,,,,,,,,WILTON,CA,95693,,,,,,,,,
,,DINER 371,951-763-0054,,,,,,,,,,,,,,,,ANZA,CA,92539,,,,,,,,,
,,DILLON CREEK CAMPGROUND-SRNF,530-627-3252,,,,,,,,,,,,,,,,ORLEANS,CA,95556,,,,,,,,,
,,DINKEY CREEK WATER IMPROVEMENT,559-298-2698,,,,,,,,,,,,,,,,PRATHER,CA,93651,,,,,,,,,
